

    0.197986395362160774E-35    0.612469325803284664E+04    0.166242078886051615E+03    0.281742113441198399E+02    0.454581897080302277E-01   -0.109038140772567571E+00    0.223254742222535754E+03   -0.285958836144533901E+01
    0.203661972422670993E-35    0.612463353653759714E+04    0.174281998552264810E+03    0.497537053103977485E+02    0.916369461620387821E-01    0.116890438173615996E+01    0.199902433602588872E+03   -0.283662405219322356E+01
    0.215305919168708420E-35    0.612451914509927610E+04    0.186530679527918437E+03    0.164969575902012195E+02    0.216436496858863313E-01   -0.402048488440827967E+00    0.301216833831031693E+03   -0.362415891495818165E+01
    0.264004869451768988E-35    0.612410813490865439E+04    0.168925136026453259E+03    0.550276189006651180E+02    0.255518748800679929E-01   -0.122508857886623090E+01    0.446373802559991077E+03   -0.369528626266033644E+01
    0.267383179211228660E-35    0.612407950960077414E+04    0.172772361768255479E+03    0.302190459309338166E+02    0.230685052158703024E+00    0.189560329575040321E+01    0.153783854446486004E+03   -0.258111928806942803E+01
    0.334887270105583432E-35    0.612362609229194277E+04    0.187753454417766534E+03    0.201775139557856420E+02    0.353342426674797191E-01    0.700450613735416727E+00    0.286711395885678655E+03   -0.390342976021380661E+01
    0.371226260632899904E-35    0.612341686185255821E+04    0.162861031478893750E+03    0.335869339790402819E+02    0.546269378697889982E-01    0.103585453371939140E+01    0.223310694249382948E+03   -0.417193579458194286E+01
    0.380227546319700428E-35    0.612336575069245282E+04    0.191309076601740259E+03    0.115329643689336905E+02    0.375203472144155364E-01    0.372584667482128484E+00    0.224256000169201087E+03   -0.183721775641609097E+01
    0.409030024168621531E-35    0.612321651843935069E+04    0.172192708302410779E+03    0.470881717439351064E+02    0.268627439256222331E-01    0.157822588950525367E+00    0.320692836873439148E+03   -0.264387354479292824E+01
    0.440606594030333071E-35    0.612306459587475820E+04    0.161520897574662541E+03    0.239066987516869034E+02    0.139800341489304016E-01   -0.782747687767975209E+00    0.965075770280800270E+03   -0.445046520294570769E+01
    0.518947974173436936E-35    0.612273409851573888E+04    0.192818597529489239E+03    0.424967919326458343E+02    0.196856172973060087E-01   -0.884866759179069429E+00    0.845712721904934142E+03   -0.413007090858448400E+01
    0.523450597871651218E-35    0.612271362558508190E+04    0.198042840564529399E+03    0.269492520858715068E+02    0.322158011411843651E-01   -0.130027259121522576E+00    0.262159884327316149E+03   -0.435854781830769689E+01
    0.539475532495495063E-35    0.612265012114781621E+04    0.184469535108815876E+03    0.373275809531160974E+02    0.113253109101706648E+00    0.638590466325768435E+00    0.166406185733414446E+03   -0.315789526848928315E+01
    0.542210812210077418E-35    0.612263681136613559E+04    0.175808881173206714E+03    0.132957190894144617E+02    0.196673590140222024E-01   -0.283746160513216772E+00    0.405848331395413993E+03   -0.481135093720535068E+01
    0.558429680469899898E-35    0.612257466882894551E+04    0.193647386444154193E+03    0.155821380442926483E+02    0.503654916989239518E-01    0.587032858773347765E+00    0.214279712705541669E+03   -0.245443573291375561E+01
    0.561739992182591548E-35    0.612255965315529102E+04    0.174225573904264365E+03    0.420388718776990515E+02    0.244141759316843406E-01    0.269294051947132296E+00    0.408093458730286386E+03   -0.342341094524122536E+01
    0.582675045294918859E-35    0.612248327716358563E+04    0.159467087200249154E+03    0.314642188299585825E+02    0.165620857626896656E-01   -0.934179027313100763E+00    0.515278564801247171E+03   -0.364017717372635463E+01
    0.607265745428945015E-35    0.612239740857665220E+04    0.177031607186106839E+03    0.141604386073276629E+02    0.394821319583739741E-01    0.368561772723479342E+00    0.220986016235032650E+03   -0.275824400464229980E+01
    0.630571753701828510E-35    0.612231889277496248E+04    0.170656311766937876E+03    0.334933010725563491E+02    0.852882883026687966E-01    0.163811564768755380E+01    0.208274004897681436E+03   -0.344136405145494439E+01
    0.649286293098602522E-35    0.612225720429549710E+04    0.182867329281435786E+03    0.351795124850268337E+02    0.409288680048376929E-01    0.670602276314908430E+00    0.236704327981351724E+03   -0.223397442060182971E+01
    0.689964586189968153E-35    0.612213247636152755E+04    0.202070821259335474E+03    0.326307860546502013E+02    0.196252103053226844E-01   -0.590162982107617751E+00    0.526293729934012163E+03   -0.301505272045895545E+01
    0.776812655266229957E-35    0.612189216360040882E+04    0.156807133586189309E+03    0.394521905635440930E+02    0.796728359311715262E-01    0.138051992491129383E+01    0.208305020108908593E+03   -0.267695433721361464E+01
    0.842423767388439396E-35    0.612172680078035228E+04    0.160156851313436931E+03    0.441367546336737746E+02    0.357817133425946288E+00    0.263823709641290183E+01    0.169504630126322866E+03   -0.221261811231984895E+01
    0.859587751118398662E-35    0.612168326641050771E+04    0.193792772980639910E+03    0.273591408941232999E+02    0.279252887546522187E-01   -0.110132831963280609E+00    0.246983718884161931E+03   -0.171275355453263778E+01
    0.867556847741478863E-35    0.612166161527221266E+04    0.167799242911043962E+03    0.402392246402684179E+02    0.152832271363489754E-01   -0.109815891899321927E+01    0.731043889131815149E+03   -0.275561750930319738E+01
    0.996011103177145501E-35    0.612138226565387595E+04    0.200482635770697925E+03    0.252221901021908366E+02    0.172178484263260691E-01   -0.717686693442003532E+00    0.580007619337852816E+03   -0.286512326870762157E+01
    0.119339167447425020E-34    0.612101747821876597E+04    0.176823484592379486E+03    0.223029262808266537E+02    0.188088139218931978E-01   -0.724154101179028231E+00    0.461209563024528336E+03   -0.192821441898868917E+01
    0.138695828760981432E-34    0.612071365599601631E+04    0.169984416818209098E+03    0.430637670029782385E+02    0.181645115362217391E+00    0.188709274544835237E+01    0.173860621982526055E+03   -0.314608820030484493E+01
    0.146583376455888364E-34    0.612059983883566383E+04    0.183046612716147791E+03    0.477356923618452527E+02    0.700220505370362650E-01   -0.273204074085467763E+00    0.178265883427863685E+03   -0.250814838268540807E+01
    0.147727454012447240E-34    0.612058109462750144E+04    0.162781824325678485E+03    0.333121105590015816E+02    0.120690081161147975E-01   -0.102504649336767972E+01    0.173339801586139856E+04   -0.327426767429506160E+01
    0.172982493125438509E-34    0.612026225705043362E+04    0.186041746814543160E+03    0.422128769024166672E+02    0.294524521333246643E-01   -0.387004372560670662E+00    0.425472610382995128E+03   -0.338603844803921739E+01
    0.196657348963448233E-34    0.612000251721148015E+04    0.157762646730068923E+03    0.454554248175880389E+02    0.222050831704963675E-01   -0.141997301088686134E+00    0.485970512215577457E+03   -0.385324735394350260E+01
    0.212952512751143663E-34    0.611984010966916958E+04    0.161703223065402483E+03    0.245665717882219781E+02    0.538633139265151176E-01    0.319615353670231972E+00    0.219063716184036224E+03   -0.384970095373718690E+01
